Num,Div,Date,Time,Field,Visitor,TeamV,Home,TeamH
101065,B09A,11/13/2010,12:00 AM,F1,2506,RDell-Breslin,2956,GRock-Daly
101066,B09A,11/13/2010,12:00 AM,F1,2957,GRock-Gonz,3116,NoVal-Hliboki
101067,B09A,11/20/2010,12:00 AM,TBS(V),2741,Ft.Lee-Guacci,2506,RDell-Breslin
101068,B09A,11/20/2010,12:00 AM,F1,2956,GRock-Daly,2831,Mar-Henni
101069,B09A,11/20/2010,12:00 AM,F1,2759,Iron-RNeves,2957,GRock-Gonz
101070,B09A,11/20/2010,12:00 AM,F1,2797,Hotspur-Illes,3116,NoVal-Hliboki
101071,B09BB,9/11/2010,12:00 AM,F1,2872,Amer-Hamrah,2571,Torp-Deziel
101072,B09BB,9/11/2010,12:00 AM,F1,2955,GRock-Childs,2599,Ars-Schwartz
101073,B09BB,9/11/2010,12:00 AM,F1,2529,NR-Fisher,2908,RV-Palmer
101074,B09BB,9/18/2010,12:00 AM,F1,2908,RV-Palmer,2571,Torp-Deziel
101075,B09BB,9/18/2010,12:00 AM,TBS(B),2529,NR-Fisher,2599,Ars-Schwartz
101076,B09BB,9/18/2010,12:00 AM,F1,2955,GRock-Childs,2872,Amer-Hamrah
101077,B09BB,9/25/2010,12:00 AM,F1,2872,Amer-Hamrah,2529,NR-Fisher
